,0,1
pcm_fftMag_mfcc_sma[4]_pctlrange0-1,-0.0402282814842589,0.01240794106298298
pcm_fftMag_mfcc_sma[4]_upleveltime75,0.019661725456148558,-0.015998304172392994
pcm_fftMag_mfcc_sma[4]_upleveltime90,0.02739455281535706,-0.008147538699062906
pcm_fftMag_mfcc_sma[5]_maxPos,-0.009885278005224384,-0.02081644103358848
pcm_fftMag_mfcc_sma[5]_minPos,0.018806497109721234,-0.02424835493234712
pcm_fftMag_mfcc_sma[5]_amean,0.009934762326505664,-0.016020579983249152
pcm_fftMag_mfcc_sma[5]_linregc1,-0.010728064834267767,0.015925094069423648
pcm_fftMag_mfcc_sma[5]_linregc2,0.001379193920730074,-0.025141101945988096
pcm_fftMag_mfcc_sma[5]_linregerrA,-0.04432076179265869,-0.005036061729313469
pcm_fftMag_mfcc_sma[5]_linregerrQ,-0.04719186313539687,-0.00913412567519241
pcm_fftMag_mfcc_sma[5]_stddev,-0.04737068473244348,-0.005817209596307175
pcm_fftMag_mfcc_sma[5]_skewness,-0.017217732995071462,0.008582387872842595
pcm_fftMag_mfcc_sma[5]_kurtosis,0.031902316600164266,-0.005694994635455202
pcm_fftMag_mfcc_sma[5]_quartile1,0.021481800327007642,-0.012347764000425724
pcm_fftMag_mfcc_sma[5]_quartile2,0.010294879007268913,-0.016826764729943468
pcm_fftMag_mfcc_sma[5]_quartile3,-0.005751471107489568,-0.012824636313701843
pcm_fftMag_mfcc_sma[5]_iqr1-2,-0.041661407409619114,-0.004135210710030993
pcm_fftMag_mfcc_sma[5]_iqr2-3,-0.032315684700744494,0.002895285949898429
pcm_fftMag_mfcc_sma[5]_iqr1-3,-0.037322701370995366,-0.0001638650527521404
pcm_fftMag_mfcc_sma[5]_percentile1.0,0.03108725123571395,-0.00015185165326855873
pcm_fftMag_mfcc_sma[5]_percentile99.0,-0.02562917958356845,-0.009826925966800834
pcm_fftMag_mfcc_sma[5]_pctlrange0-1,-0.038514132811780066,-0.005545394879422735
pcm_fftMag_mfcc_sma[5]_upleveltime75,0.022959905590302605,-0.007848600826112532
pcm_fftMag_mfcc_sma[5]_upleveltime90,0.027642495606163657,-0.0071493492165729524
pcm_fftMag_mfcc_sma[6]_maxPos,-0.016978252887994275,0.010584949665989139
pcm_fftMag_mfcc_sma[6]_minPos,0.016100889891483172,-0.01659209335813697
pcm_fftMag_mfcc_sma[6]_amean,0.004577485036681183,-0.006531400658003059
pcm_fftMag_mfcc_sma[6]_linregc1,-0.010714654359054302,0.014879973956315849
pcm_fftMag_mfcc_sma[6]_linregc2,0.003619326785981758,-0.016201008099564918
pcm_fftMag_mfcc_sma[6]_linregerrA,-0.03706046797439713,0.007010869063063564
pcm_fftMag_mfcc_sma[6]_linregerrQ,-0.03667993781579179,0.009264473625946403
pcm_fftMag_mfcc_sma[6]_stddev,-0.03853367922721589,0.0049289415500207625
pcm_fftMag_mfcc_sma[6]_skewness,-0.01821275132924996,0.0052159492535516685
pcm_fftMag_mfcc_sma[6]_kurtosis,0.03143791037608514,-0.005629078024421296
pcm_fftMag_mfcc_sma[6]_quartile1,0.01560377543617024,-0.006367819861621244
pcm_fftMag_mfcc_sma[6]_quartile2,0.002332620031193838,-0.005849621559734979
pcm_fftMag_mfcc_sma[6]_quartile3,-0.009413221190989899,-0.005867935565195485
pcm_fftMag_mfcc_sma[6]_iqr1-2,-0.031133666224743062,0.0029267324402699082
pcm_fftMag_mfcc_sma[6]_iqr2-3,-0.031223314289570713,0.0014543149670292368
pcm_fftMag_mfcc_sma[6]_iqr1-3,-0.0327759765058209,0.002469171535068759
pcm_fftMag_mfcc_sma[6]_percentile1.0,0.029652023623227976,-0.00654667190072598
pcm_fftMag_mfcc_sma[6]_percentile99.0,-0.02535361415829401,0.00034678076158744755
pcm_fftMag_mfcc_sma[6]_pctlrange0-1,-0.040385069782307166,0.005477438238239348
pcm_fftMag_mfcc_sma[6]_upleveltime75,0.023216617707789444,-0.009582801026224327
pcm_fftMag_mfcc_sma[6]_upleveltime90,0.027859274723922266,-0.007135167902076254
pcm_fftMag_mfcc_sma[7]_maxPos,-0.0175628236884226,-0.02334816150231642
pcm_fftMag_mfcc_sma[7]_minPos,0.00771372871969224,-0.012826849577796093
pcm_fftMag_mfcc_sma[7]_amean,-0.005329464652017484,-0.020502184605252435
pcm_fftMag_mfcc_sma[7]_linregc1,-0.016184230838301953,0.002628752793688119
pcm_fftMag_mfcc_sma[7]_linregc2,-0.008682098783044196,-0.022913282718923327
pcm_fftMag_mfcc_sma[7]_linregerrA,-0.03736003947717197,0.004488207507870309
pcm_fftMag_mfcc_sma[7]_linregerrQ,-0.037992754803506154,0.004441331740743543
pcm_fftMag_mfcc_sma[7]_stddev,-0.03808970027159196,0.0038853540967200167
pcm_fftMag_mfcc_sma[7]_skewness,-0.025171782933200253,-0.0033358650162479673
pcm_fftMag_mfcc_sma[7]_kurtosis,0.029432350987498704,-0.0037522857946246536
pcm_fftMag_mfcc_sma[7]_quartile1,0.010176087815987882,-0.0224956886587965
pcm_fftMag_mfcc_sma[7]_quartile2,-0.0041663236968825556,-0.018649085138608162
pcm_fftMag_mfcc_sma[7]_quartile3,-0.018508876462812667,-0.015208669943131227
pcm_fftMag_mfcc_sma[7]_iqr1-2,-0.035414307144389645,0.009868286598040942
pcm_fftMag_mfcc_sma[7]_iqr2-3,-0.030346350506881493,0.004479731850737196
pcm_fftMag_mfcc_sma[7]_iqr1-3,-0.03372913476283918,0.0071215886152462835
pcm_fftMag_mfcc_sma[7]_percentile1.0,0.022275199691318342,-0.03182254012017746
pcm_fftMag_mfcc_sma[7]_percentile99.0,-0.03380126238413991,-0.01675008292672534
pcm_fftMag_mfcc_sma[7]_pctlrange0-1,-0.036642611962557435,0.00782772566145627
pcm_fftMag_mfcc_sma[7]_upleveltime75,0.027867197074706723,-0.0033421063252395567
pcm_fftMag_mfcc_sma[7]_upleveltime90,0.028613630606171694,-0.007228845761871326
pcm_fftMag_mfcc_sma[8]_maxPos,0.009668855236443763,-0.01977675510603387
pcm_fftMag_mfcc_sma[8]_minPos,0.016781507487936692,0.007901689942477232
pcm_fftMag_mfcc_sma[8]_amean,0.010437393372891164,-0.01389521952853823
pcm_fftMag_mfcc_sma[8]_linregc1,0.0059364776067570724,0.00795062554433558
pcm_fftMag_mfcc_sma[8]_linregc2,0.00779939897804747,-0.01663256201797373
pcm_fftMag_mfcc_sma[8]_linregerrA,-0.038275011122152834,0.0037779738161777855
pcm_fftMag_mfcc_sma[8]_linregerrQ,-0.038958533945983524,0.0038759390534021006
pcm_fftMag_mfcc_sma[8]_stddev,-0.03834920404991704,0.002787662922734397
pcm_fftMag_mfcc_sma[8]_skewness,0.019060664938854405,-0.009419444151257467
pcm_fftMag_mfcc_sma[8]_kurtosis,0.02915837808641599,-0.005900241160696952
pcm_fftMag_mfcc_sma[8]_quartile1,0.02485219660321811,-0.012428387947152853
pcm_fftMag_mfcc_sma[8]_quartile2,0.01000001255984377,-0.012398559393207406
pcm_fftMag_mfcc_sma[8]_quartile3,-0.003954995821082629,-0.010759336443229229
pcm_fftMag_mfcc_sma[8]_iqr1-2,-0.03213638914939434,-0.0007700578446897066
pcm_fftMag_mfcc_sma[8]_iqr2-3,-0.03698417653649258,0.002419261021398328
pcm_fftMag_mfcc_sma[8]_iqr1-3,-0.03983365841824168,0.0008433720460514915
pcm_fftMag_mfcc_sma[8]_percentile1.0,0.027240980846797214,-0.014226782121787325
pcm_fftMag_mfcc_sma[8]_percentile99.0,-0.024862511984770942,-0.010721505946651824
pcm_fftMag_mfcc_sma[8]_pctlrange0-1,-0.03809945400011268,0.006003651915486349
pcm_fftMag_mfcc_sma[8]_upleveltime75,-0.006918452200477093,0.00017285369612853987
pcm_fftMag_mfcc_sma[8]_upleveltime90,0.004657228712209241,-0.011712077145121551
pcm_fftMag_mfcc_sma[9]_maxPos,0.01852517375657781,-0.008117053486499826
pcm_fftMag_mfcc_sma[9]_minPos,0.011857545542439946,0.0009518062998827188
pcm_fftMag_mfcc_sma[9]_amean,0.009259332202778697,-0.022556926545940097
pcm_fftMag_mfcc_sma[9]_linregc1,0.000694308430217197,-0.0070276114193609535
pcm_fftMag_mfcc_sma[9]_linregc2,0.005041792539632199,-0.01796374553150997
pcm_fftMag_mfcc_sma[9]_linregerrA,-0.029559649207555945,0.004742214548378202
pcm_fftMag_mfcc_sma[9]_linregerrQ,-0.025412610935125167,0.0049877047535606235
pcm_fftMag_mfcc_sma[9]_stddev,-0.029394367594724746,0.0031097681932650855
pcm_fftMag_mfcc_sma[9]_skewness,0.02056360093677117,-0.011377466342756989
pcm_fftMag_mfcc_sma[9]_kurtosis,0.02930324356512635,-0.005536517008206916
pcm_fftMag_mfcc_sma[9]_quartile1,0.024066018236096144,-0.02045755785664299
pcm_fftMag_mfcc_sma[9]_quartile2,0.010030267246241033,-0.02055358666958178
pcm_fftMag_mfcc_sma[9]_quartile3,-0.005536445823129306,-0.014240941437969779
pcm_fftMag_mfcc_sma[9]_iqr1-2,-0.030129392952350727,0.004460688217462728
pcm_fftMag_mfcc_sma[9]_iqr2-3,-0.022960172038692085,0.004073893673418862
pcm_fftMag_mfcc_sma[9]_iqr1-3,-0.02795557955861528,0.004571384575181906
pcm_fftMag_mfcc_sma[9]_percentile1.0,0.02435071534714657,-0.017289596881350157
pcm_fftMag_mfcc_sma[9]_percentile99.0,-0.029031090122459264,-0.013208488429773402
pcm_fftMag_mfcc_sma[9]_pctlrange0-1,-0.028137427975959903,0.004900984688282627
pcm_fftMag_mfcc_sma[9]_upleveltime75,-0.006243897709742171,0.008911539959779741
pcm_fftMag_mfcc_sma[9]_upleveltime90,0.0002580027012636254,-0.0060289605822006825
pcm_fftMag_mfcc_sma[10]_maxPos,0.01916101613933579,-0.012988593141484053
pcm_fftMag_mfcc_sma[10]_minPos,-0.006926381561588938,-0.0007244570358447556
pcm_fftMag_mfcc_sma[10]_amean,0.017115837112487604,-0.0057389096934981855
pcm_fftMag_mfcc_sma[10]_linregc1,0.015035062924644044,0.003810863086846928
pcm_fftMag_mfcc_sma[10]_linregc2,0.012269502618194298,-0.009026099872070512
pcm_fftMag_mfcc_sma[10]_linregerrA,-0.03700478183401239,0.003914634558721877
pcm_fftMag_mfcc_sma[10]_linregerrQ,-0.037289957198744686,0.004183516577486167
pcm_fftMag_mfcc_sma[10]_stddev,-0.037300872652448615,0.0034334974264263606
pcm_fftMag_mfcc_sma[10]_skewness,0.026088356696940995,-0.0028927358925542827
pcm_fftMag_mfcc_sma[10]_kurtosis,0.027738601888111728,-0.006326706067229843
pcm_fftMag_mfcc_sma[10]_quartile1,0.025717189810841697,-0.006276199985697297
pcm_fftMag_mfcc_sma[10]_quartile2,0.015561993496640503,-0.007538121579876921
pcm_fftMag_mfcc_sma[10]_quartile3,0.005650632662703338,-0.005400573253297205
pcm_fftMag_mfcc_sma[10]_iqr1-2,-0.02760094298948149,-0.0017385602246317224
pcm_fftMag_mfcc_sma[10]_iqr2-3,-0.032207652022109755,0.007994028841163459
pcm_fftMag_mfcc_sma[10]_iqr1-3,-0.03228094480228411,0.0025672238626393297
pcm_fftMag_mfcc_sma[10]_percentile1.0,0.030615540685528665,-0.0034138289654558
pcm_fftMag_mfcc_sma[10]_percentile99.0,-0.008771586060026804,0.0012501541693227267
pcm_fftMag_mfcc_sma[10]_pctlrange0-1,-0.03815502224858781,0.0044608036085050295
pcm_fftMag_mfcc_sma[10]_upleveltime75,-0.013385688041975624,-0.010078089847253408
pcm_fftMag_mfcc_sma[10]_upleveltime90,-0.0032277275156571594,-0.01671925296258071
pcm_fftMag_mfcc_sma[11]_maxPos,0.017246851212427416,-0.034716039354715636
pcm_fftMag_mfcc_sma[11]_minPos,-0.020100245778393613,-0.02807279890032739
pcm_fftMag_mfcc_sma[11]_amean,0.019452508885047112,-0.008840981995890444
pcm_fftMag_mfcc_sma[11]_linregc1,0.011336640654673517,-0.0010263167636784382
pcm_fftMag_mfcc_sma[11]_linregc2,0.01675453251040316,-0.007458073229113894
pcm_fftMag_mfcc_sma[11]_linregerrA,-0.035810722702423074,0.011031286476657966
pcm_fftMag_mfcc_sma[11]_linregerrQ,-0.03694772275052162,0.012354417881273776
pcm_fftMag_mfcc_sma[11]_stddev,-0.034603021680592386,0.009443601296526915
pcm_fftMag_mfcc_sma[11]_skewness,0.02368900329439856,0.00199001877046993
pcm_fftMag_mfcc_sma[11]_kurtosis,0.028666942634368697,-0.010429379209450865
pcm_fftMag_mfcc_sma[11]_quartile1,0.02983863482041581,-0.01443017036092583
pcm_fftMag_mfcc_sma[11]_quartile2,0.018906753024771874,-0.012998543395291762
pcm_fftMag_mfcc_sma[11]_quartile3,0.0023423713323897314,-0.004879006668943489
pcm_fftMag_mfcc_sma[11]_iqr1-2,-0.03215617912632585,0.008103522789718726
pcm_fftMag_mfcc_sma[11]_iqr2-3,-0.03005650507160702,0.015295785814816842
pcm_fftMag_mfcc_sma[11]_iqr1-3,-0.031184046304988333,0.011787628387952848
pcm_fftMag_mfcc_sma[11]_percentile1.0,0.037899902156718714,-0.0049896791402678446
pcm_fftMag_mfcc_sma[11]_percentile99.0,-0.02453350905456542,0.015666733073353575
pcm_fftMag_mfcc_sma[11]_pctlrange0-1,-0.03862241344488809,0.010168525646638898
pcm_fftMag_mfcc_sma[11]_upleveltime75,-0.010465712034342864,-0.012107191436295597
pcm_fftMag_mfcc_sma[11]_upleveltime90,0.008272716834319953,-0.012860053642848361
pcm_fftMag_mfcc_sma[12]_maxPos,0.014853382325943628,-0.02900838361401517
pcm_fftMag_mfcc_sma[12]_minPos,-0.008230586382936535,0.009881337205810851
pcm_fftMag_mfcc_sma[12]_amean,0.024206149145224017,-0.010621953142220787
pcm_fftMag_mfcc_sma[12]_linregc1,0.015348619966329519,0.0051189597195267335
pcm_fftMag_mfcc_sma[12]_linregc2,0.021139650587771855,-0.02138592366322959
pcm_fftMag_mfcc_sma[12]_linregerrA,-0.029355806197986892,0.01085325727668568
pcm_fftMag_mfcc_sma[12]_linregerrQ,-0.020993786798504506,0.008907981011666146
pcm_fftMag_mfcc_sma[12]_stddev,-0.022381534306894695,0.007183212733494297
pcm_fftMag_mfcc_sma[12]_skewness,0.023628990943428022,-0.0004204009524242542
pcm_fftMag_mfcc_sma[12]_kurtosis,0.02819561608405692,-0.002635291373264679
pcm_fftMag_mfcc_sma[12]_quartile1,0.027597814336846344,-0.01100175227496446
pcm_fftMag_mfcc_sma[12]_quartile2,0.023312860775444828,-0.0164681483577336
pcm_fftMag_mfcc_sma[12]_quartile3,0.008635104052729195,-0.010042045243565514
pcm_fftMag_mfcc_sma[12]_iqr1-2,-0.017782436747657473,-0.001206398101849989
pcm_fftMag_mfcc_sma[12]_iqr2-3,-0.03021252287861501,0.012517301547709492
pcm_fftMag_mfcc_sma[12]_iqr1-3,-0.02244442422109759,0.0036121440622573168
pcm_fftMag_mfcc_sma[12]_percentile1.0,0.021277734418999984,-0.007382196997261657
pcm_fftMag_mfcc_sma[12]_percentile99.0,-0.012688959240730564,0.013265531190496305
pcm_fftMag_mfcc_sma[12]_pctlrange0-1,-0.024141188330707147,0.011741785927306613
pcm_fftMag_mfcc_sma[12]_upleveltime75,-0.014279586769505765,-0.019966889245916126
pcm_fftMag_mfcc_sma[12]_upleveltime90,0.00815992736512466,-0.03076197306068873
pcm_fftMag_mfcc_sma[13]_maxPos,-0.00752404767935854,-0.010212875183379903
pcm_fftMag_mfcc_sma[13]_minPos,0.009811592565325315,-0.017171135315900445
pcm_fftMag_mfcc_sma[13]_amean,0.014381183607377517,0.004552936822136128
pcm_fftMag_mfcc_sma[13]_linregc1,-0.00044957217889476274,0.009096599742764399
pcm_fftMag_mfcc_sma[13]_linregc2,0.007517749741198748,0.002704626558840026
pcm_fftMag_mfcc_sma[13]_linregerrA,-0.032925882002002436,0.014813042738659198
pcm_fftMag_mfcc_sma[13]_linregerrQ,-0.02732405938545654,0.01618453525163036
pcm_fftMag_mfcc_sma[13]_stddev,-0.032443209108353695,0.015630263011987205
pcm_fftMag_mfcc_sma[13]_skewness,-0.023326024195164788,0.013082546086011636
pcm_fftMag_mfcc_sma[13]_kurtosis,0.02887234090891211,-0.004857185795858544
pcm_fftMag_mfcc_sma[13]_quartile1,0.02858470253984143,-0.0047203875885554105
pcm_fftMag_mfcc_sma[13]_quartile2,0.01568543069044609,-0.00070455654975745
pcm_fftMag_mfcc_sma[13]_quartile3,-0.003060921905425737,0.00937576372398284
pcm_fftMag_mfcc_sma[13]_iqr1-2,-0.033092159607977185,0.008712849815598032
pcm_fftMag_mfcc_sma[13]_iqr2-3,-0.03555858454371956,0.018852300478502348
pcm_fftMag_mfcc_sma[13]_iqr1-3,-0.03702288765062918,0.01457709541461964
pcm_fftMag_mfcc_sma[13]_percentile1.0,0.030936610063075923,-0.004948383979958531
pcm_fftMag_mfcc_sma[13]_percentile99.0,-0.018807870832464667,0.02102979634041499
pcm_fftMag_mfcc_sma[13]_pctlrange0-1,-0.029156278615180897,0.016476678038826766
