,0,1
pcm_loudness_sma_maxPos,0.004363721547070249,-0.010347625749327726
pcm_loudness_sma_minPos,0.00597198308773628,0.008508275536916424
pcm_loudness_sma_amean,0.01963269773187824,-0.004260715672628789
pcm_loudness_sma_linregc1,-0.0046911656915448316,-0.002676533652871754
pcm_loudness_sma_linregc2,0.025181433041001445,-0.0030520850466194908
pcm_loudness_sma_linregerrA,0.03201494535104504,-0.0033085057726716985
pcm_loudness_sma_linregerrQ,0.024257758920363134,0.0030200794071320487
pcm_loudness_sma_stddev,0.029874313152978133,-0.004044136312586645
pcm_loudness_sma_skewness,-0.02407242027973953,0.022245477769619715
pcm_loudness_sma_kurtosis,-0.027391795521500444,0.024552189096463537
pcm_loudness_sma_quartile1,-8.042216984339337e-05,-0.00813021777729273
pcm_loudness_sma_quartile2,0.014735126782435387,-0.003447779497410673
pcm_loudness_sma_quartile3,0.0242319612877715,-0.0024374520559903353
pcm_loudness_sma_iqr1-2,0.026643016083833203,0.0002545569175762486
pcm_loudness_sma_iqr2-3,0.033190856458250796,-0.0008780979518374175
pcm_loudness_sma_iqr1-3,0.032458613478884346,-0.000427642788134709
pcm_loudness_sma_percentile1.0,-0.005722441396283551,0.03523733832616369
pcm_loudness_sma_percentile99.0,0.023562553786164706,-0.005068178615073345
pcm_loudness_sma_pctlrange0-1,0.02543454057523839,-0.007666786372486773
pcm_loudness_sma_upleveltime75,0.005472728320368814,0.010044165949153304
pcm_loudness_sma_upleveltime90,0.001691528955922838,0.012479086800329173
pcm_fftMag_mfcc_sma[0]_maxPos,0.001739948689917365,0.0013915323864306655
pcm_fftMag_mfcc_sma[0]_minPos,-0.004797168305170634,0.02462457276060966
pcm_fftMag_mfcc_sma[0]_amean,0.010754213504330212,-0.017909770132359382
pcm_fftMag_mfcc_sma[0]_linregc1,-0.0069447421408615805,-0.023198458131897613
pcm_fftMag_mfcc_sma[0]_linregc2,0.013747880737407283,-0.005891449178866047
pcm_fftMag_mfcc_sma[0]_linregerrA,0.037614881615789235,-0.007734180698455994
pcm_fftMag_mfcc_sma[0]_linregerrQ,0.027861246337584033,-0.013398215656295958
pcm_fftMag_mfcc_sma[0]_stddev,0.030840720456435898,-0.018044705847696497
pcm_fftMag_mfcc_sma[0]_skewness,-0.003888947447300561,0.05667192499752491
pcm_fftMag_mfcc_sma[0]_kurtosis,-0.02963797228095244,-0.031181192610355832
pcm_fftMag_mfcc_sma[0]_quartile1,-0.0023012230238160106,-0.020055715500753604
pcm_fftMag_mfcc_sma[0]_quartile2,0.01441418697177155,-0.020170037197236774
pcm_fftMag_mfcc_sma[0]_quartile3,0.02472996289676282,-0.021327142136980407
pcm_fftMag_mfcc_sma[0]_iqr1-2,0.041289134034247346,-0.002158024703318405
pcm_fftMag_mfcc_sma[0]_iqr2-3,0.01995475657988145,-0.0015715135206613438
pcm_fftMag_mfcc_sma[0]_iqr1-3,0.04521216422755571,-0.0027711903254938005
pcm_fftMag_mfcc_sma[0]_percentile1.0,-0.00911597278859065,0.07233347163453324
pcm_fftMag_mfcc_sma[0]_percentile99.0,0.018118428709712284,-0.004076802813607054
pcm_fftMag_mfcc_sma[0]_pctlrange0-1,0.019007677579396434,-0.0693002754407514
pcm_fftMag_mfcc_sma[0]_upleveltime75,0.017187682021153332,-0.05401145176175246
pcm_fftMag_mfcc_sma[0]_upleveltime90,0.021918435895006697,-0.0064840176480121785
pcm_fftMag_mfcc_sma[1]_maxPos,0.005875998561773625,-0.01185373378436141
pcm_fftMag_mfcc_sma[1]_minPos,0.023794720204586377,0.014740123982180714
pcm_fftMag_mfcc_sma[1]_amean,-0.0016134041588216595,-0.02679369611254136
pcm_fftMag_mfcc_sma[1]_linregc1,-0.009973444719784882,0.00297825490427105
pcm_fftMag_mfcc_sma[1]_linregc2,0.00378336571562125,-0.02562115626363655
pcm_fftMag_mfcc_sma[1]_linregerrA,0.047232567228572296,0.0024300277255054578
pcm_fftMag_mfcc_sma[1]_linregerrQ,0.042910775462050084,0.0026385308077789926
pcm_fftMag_mfcc_sma[1]_stddev,0.04662142539474961,0.0053151837493117336
pcm_fftMag_mfcc_sma[1]_skewness,-0.018010166091802983,0.01707412952677785
pcm_fftMag_mfcc_sma[1]_kurtosis,-0.024709567142517416,0.004746335727835759
pcm_fftMag_mfcc_sma[1]_quartile1,-0.016833506776705524,-0.027026416863474827
pcm_fftMag_mfcc_sma[1]_quartile2,0.0022763378170164396,-0.026201352758938003
pcm_fftMag_mfcc_sma[1]_quartile3,0.012660057874797643,-0.02018879639905108
pcm_fftMag_mfcc_sma[1]_iqr1-2,0.04293106729911279,-0.0003506723837585284
pcm_fftMag_mfcc_sma[1]_iqr2-3,0.023372087320087723,0.0035891049852483804
pcm_fftMag_mfcc_sma[1]_iqr1-3,0.04674651295232732,0.0027929815587403248
pcm_fftMag_mfcc_sma[1]_percentile1.0,-0.03886875059259412,-0.019518860666708687
pcm_fftMag_mfcc_sma[1]_percentile99.0,0.01881362975295331,-0.014779717969481165
pcm_fftMag_mfcc_sma[1]_pctlrange0-1,0.042742970837930265,0.006241999427873535
pcm_fftMag_mfcc_sma[1]_upleveltime75,0.030535563317521174,-0.019117242138544186
pcm_fftMag_mfcc_sma[1]_upleveltime90,0.02215775937648189,-0.018043813523200426
pcm_fftMag_mfcc_sma[2]_maxPos,0.0010353732733052263,0.027188305395576942
pcm_fftMag_mfcc_sma[2]_minPos,-0.005974190944848892,0.0028651644784636705
pcm_fftMag_mfcc_sma[2]_amean,-0.004089059787379227,0.013519804043098464
pcm_fftMag_mfcc_sma[2]_linregc1,-0.004285027260819421,0.01415961506769425
pcm_fftMag_mfcc_sma[2]_linregc2,0.000406692087971995,0.002658017322915496
pcm_fftMag_mfcc_sma[2]_linregerrA,0.04728053399407234,-0.009144758992521382
pcm_fftMag_mfcc_sma[2]_linregerrQ,0.043519364003135,-0.007774515218216062
pcm_fftMag_mfcc_sma[2]_stddev,0.045305294015850955,-0.010742335101454769
