,0,1,2,3,4
age,-0.10943896017487728,-0.07797406843010568,-0.042718098388077164,-0.42784054580179076,0.8927882112160931
gender,0.7443039940269025,-0.657121435258539,-0.11593323368640507,-0.02053831259290384,0.018456620552223968
education,-0.2287739880492914,-0.2792266793263504,0.1883148858406334,-0.805990203440138,-0.42966524140748974
student,0.6122807420107839,0.6912534804576742,0.07271381413927902,-0.3746245265737338,-0.04062122647828481
phq-f,0.0825192936602675,-0.07945156564691809,0.971588829907625,0.16299356162681047,0.12777425154155084
