,0,1,2,3,4
age,-0.10574686109261673,-0.05903231352666285,-0.04062207006535356,-0.37086715556504196,0.9198587868121113
gender,-0.20753094628637825,0.9666711322673833,-0.13709043205268026,-0.060185326333452194,0.007859281654195194
education,-0.2812818899061856,-0.08564299299732503,0.1779502493399545,-0.8601833872701439,-0.3767811369821671
student,0.9301567410061906,0.18870383106108235,0.0582208640831426,-0.30951499795258564,-0.003177787191718573
phq_f,-0.03791362913367384,0.1382687596455347,0.9718539502458562,0.1520535620237291,0.108737852192419
