,0,1,2,3,4,5,6,7,8,9
pcm_loudness_sma_maxPos,0.020825286231596206,-0.0006949453493315836,-0.016479895010251218,-0.009735749120609755,-0.01496876835072917,0.05013032464604814,-0.014722028910301846,0.054587403608765905,-0.037762306161404864,0.015197522166600873
pcm_loudness_sma_minPos,-0.007101891345468446,0.01229218444737735,-0.01411280665419488,0.004686267594529296,0.027736662677012178,-0.002639548849965874,0.014152700576866281,0.01256161880690014,-0.008850866752959836,0.019893557646885298
pcm_loudness_sma_amean,-0.00704067948573222,-0.00616605684665992,-0.04064596531646321,0.02449694576536549,-0.09055384311495776,0.01243096147683305,0.003853349704171787,0.01453833601011964,0.01514466326213314,0.006640510836871098
pcm_loudness_sma_linregc1,0.006962438184136777,-0.0036262894414296125,0.013353658367812908,0.01271107579462333,0.006748075828133672,0.04619286355833432,-0.024277239714006284,0.04446815817952476,-0.03353963057006223,0.029958062441064758
pcm_loudness_sma_linregc2,-0.008155070922881813,-0.00011072961676748912,-0.029882165490251588,0.016966645108786465,-0.055914761132388066,-0.02244646579426758,0.01718066516870795,-0.02144516222356667,0.03687268835469687,-0.021225019169359684
pcm_loudness_sma_linregerrA,-0.020132940103116177,-0.014838968731422616,-0.03426196652338619,0.010407538370417647,-0.05352307035404595,0.019173336585301726,0.028748621451234812,0.0009231543274567965,0.025043315481509353,0.00797980926294913
pcm_loudness_sma_linregerrQ,-0.013006439827334867,-0.014037446077031243,-0.022304659530123366,0.009414150587144645,-0.04692506555259767,0.022579539243322403,0.02515047960485594,0.0005816072171027464,0.027371624012654274,0.01359053038982012
pcm_loudness_sma_stddev,-0.015991430337002375,-0.0160053648039907,-0.03416619953696679,0.0037522060527089766,-0.04952012695817344,0.023744947386580412,0.023730597869015754,0.005475622272981495,0.016977524078945712,0.014570331374576875
pcm_loudness_sma_skewness,-0.005540804360284765,-0.006763850461956684,-0.01580973815230498,-0.03652770846094736,0.005294352249077893,0.0016658067208891205,0.008225156403488707,-0.004870242264124418,-0.011234725537321643,-0.010466801889757653
pcm_loudness_sma_kurtosis,0.006423258002357162,-0.006393008858208753,-0.0007015983635209349,-0.02157762442374653,0.003700652611299463,0.015585909805972263,-0.0040492560099958195,-0.009544743762823982,-0.02370767934641605,-0.007579705384113245
pcm_loudness_sma_quartile1,0.02673848285329335,0.010908650895032599,-0.036320276746085296,0.028982495897097973,-0.08832547371241928,-0.02073659180972917,-0.04072273291539277,0.015300664952704083,0.0040604801946412085,-0.01632986169424185
pcm_loudness_sma_quartile2,-0.004386496993030896,0.004456997056444648,-0.018630343897932364,0.04255267531570158,-0.09893190207013847,-0.0022866181997585194,-0.01617629238621129,0.02194896601949356,0.005315821012845014,-0.0022908466783498273
pcm_loudness_sma_quartile3,-0.013164097650176978,-0.00979083976591708,-0.03940356791332696,0.02236258519061841,-0.08352847586448843,0.020632598329478165,0.013539803213609883,0.01297578572863879,0.016718260093332923,0.0159262355810185
pcm_loudness_sma_iqr1-2,-0.024442103932231098,-0.0019519472712039151,0.0014670068278306695,0.03454766092299457,-0.06557804165423223,0.011683860888500574,0.007653086288993562,0.017596048677117948,0.004066829616214789,0.008730898247695776
pcm_loudness_sma_iqr2-3,-0.014299699463589007,-0.016526139343380056,-0.03877599814877628,-0.002403241282193943,-0.03637745245157916,0.029024616817017162,0.03023383586727434,0.0005225034172462523,0.01807866327576675,0.022940366238331397
pcm_loudness_sma_iqr1-3,-0.0227483473353774,-0.014073219256204117,-0.030035574352504854,0.014281556457955468,-0.059540656105417,0.028465137070495156,0.027606521577372572,0.008652609918524111,0.016121150619757642,0.022292946888587288
pcm_loudness_sma_percentile1.0,0.018392896368910523,0.045310897832226346,-0.01163601685039552,0.0005156038818574428,-0.0412677138896992,-0.010987149735379668,-0.01267944378080693,-0.009005337660123097,-0.0037614915033543786,-0.019969846482959054
pcm_loudness_sma_percentile99.0,-0.013085319652450631,-0.015271852078253344,-0.035780667400795156,0.0036083182568110235,-0.054884713522297957,0.02021055407096339,0.017266372295649094,0.0015707080008319347,0.015099212730098087,0.011699785397660789
pcm_loudness_sma_pctlrange0-1,-0.013970533423104461,-0.017433039644286608,-0.03523088298309835,0.0036044919262879457,-0.05283710475020231,0.020779137964629386,0.017797401815819604,0.001975312270340099,0.015371087835878943,0.01257314135626422
pcm_loudness_sma_upleveltime75,-0.0004864199090924649,0.007675863053242511,-0.012663683429944358,0.04275880531230482,0.009235097271456624,-0.01530621577215553,0.024141462754068196,0.00706818485874695,0.026293741261272624,-0.005377613077453512
pcm_loudness_sma_upleveltime90,0.0044356288116340235,-0.0028013867192149687,0.009268452366590577,0.048845602599818426,0.012331358471311529,-0.022322497204994973,0.011297206323301267,-0.01531114530099535,0.05731031079959518,0.016527731566823287
pcm_fftMag_mfcc_sma[0]_maxPos,0.014862857275195296,0.01055552135290181,0.0039405382431677285,-0.016323400441806097,0.004360237927306208,0.05666587354868204,-0.02587094714720247,0.049555455710118615,-0.02295020655923948,0.03174729349898562
pcm_fftMag_mfcc_sma[0]_minPos,-0.005461908044435106,0.002492236441154291,0.013470654115626625,-0.002702769119994345,-0.0051441360543385386,0.004888858468169841,-0.0065194267100191165,-0.013623380629715706,0.007826802908216761,0.0017258884743100616
pcm_fftMag_mfcc_sma[0]_amean,0.010033264228404351,0.0028644448918574584,-0.052414585362047045,0.01682507054882531,-0.07673097301669705,0.013375137715133073,-0.022294372514504883,-0.014800779253157342,-0.0011119674503344515,-0.01953123863685327
