,0,1,2,3,4
age,-0.12314524745783954,0.04222206934248652,-0.013936597051750476,-0.3730955695431434,0.918508580329482
gender,0.19770137629944362,0.9590262281351672,-0.18656323822598447,0.07899754935131445,0.01167925071492748
education,-0.33327868607129574,0.17006350789041436,0.1453578247332472,-0.8299322317200986,-0.3874110404151042
student,0.9130948846228801,-0.14551388087426287,0.05913993084099732,-0.3756019643606381,-0.022562692591813288
phq-f,0.030536255893177613,0.16849363301380654,0.9697285706702636,0.15714559587939833,0.07489455007776914
