,0,1,2,3,4
age,-0.12353511630710542,0.041973966020907166,0.01776494502223021,0.40995093366388197,0.9025529900963901
gender,0.18516956836266685,0.9759063551838487,-0.07708603922284764,-0.08365159752028177,0.019472279101260898
education,-0.33642213914200203,0.16157062048380544,0.28717011113909086,0.7794143264568317,-0.41323324391172045
student,0.9150127573027231,-0.13266408664780782,0.11860601736971747,0.36039684232360325,-0.034621131900067936
gad_f,0.0048066890643954155,0.0462617206622489,0.9472106889163299,-0.2959223985734029,0.11427420429310851
