,0,1,2,3,4
age,-0.11246220866587132,-0.04407125078383219,0.014341905522213072,-0.4062640615074952,0.9056234308749794
gender,-0.09192102205449215,0.9898853135291563,-0.08217069576343715,-0.06986004783461197,0.006718797365656559
education,-0.28883222957672194,-0.05001224957773409,0.36029407063972513,-0.7907420129880521,-0.39873546319254577
student,0.9462877249446441,0.07610243236450576,0.1078613196246242,-0.2948740920656956,-0.012773682498091327
gad_f,-0.00427341821978823,0.0994584616511516,0.9228198117153948,0.34328621406635945,0.14369385039122112
